Serial Number,Assessed Value,Sale Amount,Sales Ratio,Residential Type
10277,78610.0,92500.0,0.849837838,Single Family
140052,130690.0,140000.0,0.9335,Single Family
900091,23740.0,40000.0,0.5935,Single Family
70353,104550.0,1028000.0,0.101702335,Single Family
70376,141330.0,125000.0,1.13064,Single Family
13207,95660.0,105388.0,0.907693476,Single Family
180521,210770.0,400000.0,0.5269,Single Family
190823,244090.0,430000.0,0.5677,Single Family
19046,196430.0,336516.0,0.5837,Condo
181896,54970.0,115000.0,0.478,Single Family
100030,291010.0,343500.0,0.847190684,Single Family
60372,260100.0,385000.0,0.675584416,Single Family
19064,108650.0,55000.0,1.9755,Single Family
190036,646030.0,952000.0,0.6786,Single Family
80195,536450.0,1022500.0,0.524645477,Single Family
150322,404520.0,559000.0,0.723649374,Single Family
120124,117670.0,70000.0,1.681,Single Family
15561,97400.0,277000.0,0.351624549,Condo
130626,340410.0,599000.0,0.568297162,Single Family
100042,185300.0,130000.0,1.425384615,Single Family
170276,459760.0,650000.0,0.7073,Condo
90367,158360.0,120000.0,1.319666667,Condo
90069,181720.0,107500.0,1.690418605,Single Family
150078,214210.0,332500.0,0.644240602,Single Family
140175,335700.0,485000.0,0.692164948,Single Family
190123,21000.0,487256.0,0.0431,Condo
130053,147070.0,147500.0,0.997084746,Single Family
170519,146760.0,242000.0,0.6064,Condo
100083,229100.0,225000.0,1.018222222,Single Family
90014,253230.0,300000.0,0.8441,Single Family
80027,202600.0,265000.0,0.764528302,Single Family
13008,139580.0,175000.0,0.7976,Condo
60350,158390.0,287000.0,0.551881533,Condo
171713,164220.0,100000.0,1.6422,Single Family
200624,79150.0,144500.0,0.5477,Single Family
140014,155610.0,281000.0,0.553772242,Single Family
800374,133350.0,170000.0,0.784411765,Single Family
100682,136600.0,203000.0,0.672906404,Single Family
18189,45500.0,65000.0,0.7,Condo
70749,249970.0,340000.0,0.735205882,Single Family
60178,316660.0,600000.0,0.527766667,Single Family
200121,302580.0,590000.0,0.5128,Single Family
200208,378090.0,478000.0,0.7909,Single Family
150445,235610.0,410000.0,0.574658537,Single Family
20310,164410.0,295000.0,0.5573,Single Family
18420,2450420.0,55000.0,44.553,Condo
10744,162120.0,44000.0,3.684545455,Two Family
70014,147200.0,170000.0,0.865882353,Single Family
19368,334810.0,500000.0,0.6696,Single Family
100241,1596630.0,2150000.0,0.742618605,Single Family
120227,399000.0,300000.0,1.33,Single Family
12779,976080.0,1500000.0,0.65072,Single Family
60670,131250.0,210000.0,0.625,Single Family
150046,414640.0,635000.0,0.652976378,Single Family
1400401,116270.0,174900.0,0.664779874,Single Family
70481,81000.0,216000.0,0.375,Single Family
18160170,300300.0,180000.0,1.6683,Single Family
10060,96470.0,80000.0,1.205875,Condo
150174,92750.0,132000.0,0.702651515,Single Family
200256,674380.0,980000.0,0.6881,Single Family
100077,235060.0,255600.0,0.919640063,Single Family
130119,307160.0,244799.0,1.254743688,Single Family
12056,148120.0,225000.0,0.658311111,Single Family
70207,146400.0,237000.0,0.617721519,Single Family
60145,136570.0,180000.0,0.758722222,Single Family
60361,595070.0,2270000.0,0.262145374,Single Family
100394,254660.0,275000.0,0.926036364,Condo
10057,275480.0,340000.0,0.810235294,Single Family
60202,271200.0,410000.0,0.661463415,Single Family
800286,214400.0,153000.0,1.40130719,Single Family
201055,99500.0,225400.0,0.4414,Single Family
80217,201730.0,319900.0,0.630603314,Condo
90764,132220.0,134620.0,0.98217204,Single Family
130199,165500.0,242500.0,0.682474227,Single Family
202690,163810.0,309000.0,0.5301,Condo
200001,107920.0,50000.0,2.1584,Two Family
110047,59940.0,57000.0,1.051578947,Condo
180227,109140.0,95000.0,1.148842105,Condo
170335,126700.0,240000.0,0.5279,Single Family
15114,330610.0,295000.0,1.120711864,Single Family
12435,47071.0,114931.0,0.409558779,Three Family
70356,46933.0,111000.0,0.42281982,Three Family
16038,159700.0,204000.0,0.782843137,Single Family
900640,26000.0,28000.0,0.928571429,Single Family
120636,144620.0,199000.0,0.726733668,Single Family
12574,131880.0,169900.0,0.776221307,Three Family
120047,294280.0,360000.0,0.817444444,Single Family
140959,159750.0,272500.0,0.586238532,Single Family
90003,187270.0,222000.0,0.843558559,Condo
160414,391900.0,479983.0,0.816487251,Single Family
200102,254720.0,442500.0,0.5756,Single Family
11572,285950.0,410000.0,0.697439024,Single Family
121391,138030.0,95000.0,1.452947368,Single Family
140256,87640.0,68250.0,1.284102564,Single Family
110556,108640.0,125000.0,0.86912,Condo
11298,200100.0,260000.0,0.769615385,Condo
14734,55838.0,219900.0,0.253924511,Three Family
90087,433260.0,460000.0,0.941869565,Single Family
120837,1038730.0,1647000.0,0.630680024,Single Family
100021,202300.0,240000.0,0.842916667,Single Family
130092,73290.0,60000.0,1.2215,Condo
80229,162100.0,185750.0,0.872678331,Condo
90725,150180.0,125000.0,1.20144,Three Family
175838,145180.0,140000.0,1.037,Single Family
70164,182420.0,327500.0,0.557007634,Single Family
170074,148800.0,305000.0,0.4878,Single Family
90399,245840.0,319000.0,0.770658307,Single Family
161189,112980.0,199000.0,0.567738693,Single Family
70053,208700.0,305000.0,0.684262295,Single Family
180073,234890.0,115000.0,2.042521739,Single Family
20200482,120540.0,188000.0,0.6411,Condo
17772,82690.0,103000.0,0.8028,Single Family
149473,0.0,41900.0,0.0,Single Family
800146,202510.0,144500.0,1.401453287,Condo
124673,132300.0,92000.0,1.438043478,Single Family
180683,113610.0,70000.0,1.623,Two Family
160120,249720.0,479000.0,0.521336117,Single Family
130143,133420.0,190000.0,0.702210526,Single Family
150673,70930.0,28000.0,2.533214286,Single Family
70374,332010.0,549500.0,0.604203822,Single Family
60253,120070.0,160000.0,0.7504375,Condo
18023,173800.0,305000.0,0.5698,Single Family
200853,99400.0,140000.0,0.71,Single Family
60481,339080.0,599900.0,0.565227538,Single Family
130222,184630.0,40000.0,4.61575,Three Family
70476,85000.0,150000.0,0.566666667,Single Family
180034,190000.0,160000.0,1.1875,Single Family
130058,164900.0,173000.0,0.953179191,Single Family
70203,160200.0,229500.0,0.698039216,Single Family
14237,255300.0,200000.0,1.2765,Single Family
100168,250040.0,385000.0,0.649454545,Single Family
160214,45150.0,13650000.0,0.003307692,Condo
120075,192700.0,240000.0,0.802916667,Single Family
130513,159270.0,135000.0,1.179777778,Three Family
170273,186900.0,318000.0,0.587735849,Single Family
170223,99190.0,77000.0,1.288181818,Single Family
14036,136600.0,208500.0,0.655155875,Single Family
80046,250250.0,300000.0,0.834166667,Single Family
151480,128260.0,169000.0,0.758934911,Single Family
100272,175720.0,200000.0,0.8786,Single Family
60121,60590.0,112000.0,0.540982143,Single Family
170880,280840.0,599000.0,0.4688,Single Family
16259,169860.0,245000.0,0.693306122,Single Family
170097,171600.0,309000.0,0.5553,Single Family
90462,138460.0,175000.0,0.7912,Single Family
200736,123010.0,248000.0,0.496,Single Family
80259,192010.0,304000.0,0.631611842,Single Family
100376,254500.0,328500.0,0.774733638,Condo
80189,124340.0,145000.0,0.857517241,Single Family
70383,92600.0,19500.0,4.748717949,Three Family
110202,721350.0,895000.0,0.805977654,Single Family
10040,165340.0,202700.0,0.815688209,Single Family
70094,169200.0,229000.0,0.738864629,Single Family
180109,109830.0,165000.0,0.6656,Single Family
160167,155800.0,181000.0,0.860773481,Single Family
130223,145800.0,1030000.0,0.141553398,Single Family
190038,114130.0,165000.0,0.6917,Single Family
150199,144700.0,205000.0,0.705853659,Single Family
100105,28580.0,28000.0,1.020714286,Condo
1500942,199600.0,270000.0,0.739259259,Single Family
180091,206000.0,326000.0,0.6319,Single Family
2002133,310500.0,490000.0,0.6336,Condo
60703,125100.0,240500.0,0.52016632,Condo
70130,53300.0,110000.0,0.484545455,Condo
180280,182770.0,290000.0,0.6302,Single Family
70241,175490.0,269500.0,0.651168831,Single Family
180145,182400.0,262500.0,0.6948,Single Family
110006,146020.0,195000.0,0.748820513,Single Family
110487,105600.0,456944.0,0.231100529,Single Family
20284,162260.0,210000.0,0.7726,Single Family
80561,259800.0,375000.0,0.6928,Single Family
20200403,244850.0,485000.0,0.5048,Single Family
190329,283100.0,430000.0,0.6584,Single Family
15444,204670.0,353019.0,0.579770494,Condo
180409,94180.0,115000.0,0.8189,Single Family
190190,361550.0,620550.0,0.5826,Single Family
2020310,227000.0,425000.0,0.5341,Condo
60467,410630.0,760000.0,0.540302632,Single Family
13227,118300.0,154000.0,0.768181818,Single Family
60389,96050.0,233000.0,0.41223176,Condo
190180,83000.0,85000.0,0.9765,Condo
15089,92500.0,150000.0,0.616666667,Single Family
170233,103020.0,120000.0,0.8585,Single Family
70129,180300.0,348000.0,0.518103448,Single Family
140770,535920.0,1545000.0,0.346873786,Single Family
90376,201800.0,275000.0,0.733818182,Single Family
60307,462000.0,1000000.0,0.462,Single Family
60136,204700.0,171250.0,1.195328467,Single Family
15410,167490.0,287400.0,0.582776618,Single Family
200129,56140.0,77000.0,0.729,Condo
70180,300100.0,335000.0,0.895820896,Single Family
141208,76090.0,120000.0,0.634083333,Condo
140158,62440.0,115000.0,0.542956522,Condo
131262,184330.0,95000.0,1.940315789,Single Family
90321,516050.0,565000.0,0.913362832,Single Family
150433,146650.0,220000.0,0.666590909,Single Family
130115,104860.0,150000.0,0.699066667,Single Family
171001175,176030.0,190000.0,0.9264,Single Family
14046,122200.0,216500.0,0.56443418,Single Family
12011,105770.0,135000.0,0.783481481,Condo
120242,155450.0,180000.0,0.863611111,Three Family
20775,330300.0,710000.0,0.4652,Single Family
160629,154280.0,190000.0,0.812,Single Family
130344,173810.0,215000.0,0.808418605,Single Family
70445,118000.0,210000.0,0.561904762,Condo
60635,91000.0,185000.0,0.491891892,Single Family
200024,374150.0,550000.0,0.6802,Single Family
150234,119200.0,205000.0,0.581463415,Single Family
160138,216400.0,85000.0,2.545882353,Single Family
19378,115830.0,176000.0,0.6581,Single Family
140030,548030.0,882500.0,0.620997167,Single Family
130089,116900.0,105000.0,1.113333333,Condo
200634,284970.0,410000.0,0.695,Single Family
190463,114900.0,185500.0,0.6194,Condo
110169,144830.0,153000.0,0.946601307,Single Family
130459,324800.0,500000.0,0.6496,Single Family
150139,78500.0,139900.0,0.561115082,Condo
200422,159740.0,265000.0,0.6027,Single Family
1800167,120470.0,120000.0,1.0039,Single Family
170007,1377184.0,1260000.0,1.093003175,Single Family
800244,145640.0,154900.0,0.940219496,Single Family
160207,36900.0,89900.0,0.410456062,Single Family
140292,113100.0,127000.0,0.890551181,Two Family
140992,128120.0,225000.0,0.569422222,Condo
130333,367040.0,580000.0,0.632827586,Single Family
120346,130000.0,110000.0,1.181818182,Single Family
110342,170730.0,210000.0,0.813,Single Family
60364,703410.0,1295000.0,0.543173745,Single Family
80037,143500.0,250000.0,0.574,Single Family
70219,243390.0,370000.0,0.657810811,Single Family
1501176,279330.0,306000.0,0.912843137,Single Family
12021,228265.0,430000.0,0.530848837,Single Family
60644,16780.0,88000.0,0.190681818,Condo
90214,182840.0,230000.0,0.794956522,Single Family
10040,215670.0,265000.0,0.813849057,Single Family
90276,40800.0,75000.0,0.544,Two Family
192558,120210.0,360000.0,0.3339,Three Family
190017,137880.0,224000.0,0.6155,Single Family
181018,192710.0,325000.0,0.5929,Three Family
190910,175350.0,325000.0,0.5395,Single Family
150275,71200.0,101500.0,0.701477833,Single Family
170793,190470.0,102500.0,1.8582,Single Family
190102,86560.0,67000.0,1.2919,Single Family
1700259,133430.0,189900.0,0.7026,Single Family
800091,178110.0,250000.0,0.71244,Condo
60509,95420.0,175500.0,0.543703704,Single Family
11483,268200.0,345000.0,0.777391304,Single Family
80108,121100.0,190000.0,0.637368421,Single Family
12101,26046.0,110000.0,0.236781818,Single Family
90151,112790.0,139000.0,0.811438849,Condo
110032,125400.0,149000.0,0.841610738,Condo
150069,171210.0,289000.0,0.592422145,Single Family
190392,182980.0,310000.0,0.5903,Single Family
62337,139021.0,310000.0,0.448454839,Single Family
60048,64800.0,131000.0,0.494656489,Condo
19031,483400.0,892204.0,0.5418,Condo
160020,179200.0,195000.0,0.918974359,Single Family
170092,217000.0,305000.0,0.7114,Single Family
60064,141600.0,260000.0,0.544615385,Single Family
80258,2706550.0,3272325.0,0.827103054,Single Family
70793,66000.0,130232.0,0.506787886,Single Family
180415,140100.0,222000.0,0.631,Single Family
160292,150920.0,210000.0,0.718666667,Single Family
15119,219660.0,312000.0,0.704038462,Condo
201049,84280.0,130000.0,0.6483,Two Family
150043,153500.0,173488.0,0.88478742,Single Family
60057,505030.0,885000.0,0.570655367,Single Family
1800200,80080.0,78500.0,1.020127389,Condo
180406,213100.0,215000.0,0.9911,Single Family
160220,146720.0,190000.0,0.772210526,Single Family
200515,271580.0,552000.0,0.4919,Single Family
60280,126460.0,280000.0,0.451642857,Single Family
60018,176470.0,380000.0,0.464394737,Single Family
191116,45990.0,165000.0,0.278727273,Two Family
150676,135400.0,152500.0,0.887868852,Single Family
17102,152460.0,210000.0,0.726,Single Family
200048,307100.0,598000.0,0.5135,Single Family
70211,229200.0,190000.0,1.206315789,Condo
180363,126840.0,173000.0,0.7331,Single Family
80028,150080.0,2500.0,60.032,Single Family
170627,1350370.0,1600000.0,0.8439,Single Family
130459,111200.0,175000.0,0.635428571,Condo
180126,138640.0,270000.0,0.513481481,Single Family
191060,272300.0,449900.0,0.6052,Single Family
120376,151970.0,206000.0,0.737718447,Condo
190923,168770.0,285000.0,0.5922,Condo
70632,53060.0,69000.0,0.768985507,Single Family
130128,201300.0,270000.0,0.745555556,Single Family
170656,82800.0,72000.0,1.15,Two Family
60397,559400.0,742500.0,0.753400673,Single Family
140041,90990.0,134000.0,0.679029851,Single Family
131204,85320.0,35000.0,2.437714286,Single Family
90420,274900.0,373000.0,0.736997319,Single Family
202309,204910.0,354000.0,0.5788,Single Family
60911,302260.0,485000.0,0.623216495,Single Family
190617,226000.0,275000.0,0.8218,Two Family
200190,110460.0,260000.0,0.4248,Single Family
90282,157070.0,65000.0,2.416461538,Three Family
160220,108920.0,184500.0,0.590352304,Single Family
130064,779800.0,1625000.0,0.479876923,Single Family
160039,19740.0,35000.0,0.564,Condo
70200,153020.0,141000.0,1.085248227,Single Family
100307,211850.0,330000.0,0.641969697,Single Family
151070,293440.0,390000.0,0.752410256,Single Family
200490,133150.0,285000.0,0.4671,Two Family
60974,5301870.0,7225000.0,0.733822837,Single Family
190288,152130.0,101100.0,1.5047,Two Family
110093,154570.0,170000.0,0.909235294,Single Family
120466,247300.0,365000.0,0.677534247,Single Family
14000070,171010.0,235000.0,0.727702128,Single Family
200212,321500.0,495000.0,0.6494,Single Family
160265,425870.0,550000.0,0.774309091,Single Family
190662,630540.0,885000.0,0.7125,Single Family
124833,115400.0,183000.0,0.630601093,Single Family
90397,147850.0,160359.0,0.921993776,Single Family
800772,151690.0,170000.0,0.892294118,Single Family
170253,43200.0,62000.0,0.6967,Condo
190721,403340.0,730000.0,0.5525,Single Family
17237,199500.0,215000.0,0.9279,Single Family
2000388,109590.0,190000.0,0.5767,Single Family
190346,89510.0,156000.0,0.5738,Single Family
90628,326000.0,460000.0,0.708695652,Single Family
191610,62730.0,120000.0,0.5228,Condo
201312,108430.0,150000.0,0.722866667,Two Family
17366,76055.0,53507.0,1.421402807,Three Family
60007,98800.0,210000.0,0.47047619,Single Family
170406,749600.0,1249000.0,0.6001,Single Family
180188,167860.0,195400.0,0.859,Single Family
160092,419200.0,730000.0,0.574246575,Single Family
192233,84880.0,157000.0,0.5406,Single Family
19014,101070.0,194900.0,0.5186,Single Family
120125,65800.0,32684.0,2.013217476,Single Family
200130,587440.0,1000000.0,0.5874,Single Family
70551,137060.0,203500.0,0.673513514,Single Family
150034,1485820.0,2087500.0,0.71177006,Single Family
170008,271340.0,459000.0,0.591154684,Single Family
61223,45430.0,126000.0,0.360555556,Single Family
200083,199080.0,350000.0,0.5688,Single Family
90253,83570.0,80000.0,1.044625,Condo
15086,160440.0,271500.0,0.590939227,Single Family
70161,559300.0,600000.0,0.932166667,Single Family
11049,308000.0,340000.0,0.905882353,Single Family
121954,157360.0,234000.0,0.672478632,Single Family
130105,183190.0,170500.0,1.074428152,Single Family
161196,122280.0,140000.0,0.873428571,Single Family
60747,178150.0,380000.0,0.468815789,Condo
11541,362740.0,317000.0,1.144290221,Single Family
160196,195900.0,275000.0,0.712363636,Single Family
190774,47180.0,77500.0,0.6088,Condo
201173,85670.0,164000.0,0.5223,Single Family
140299,210450.0,216000.0,0.974305556,Single Family
190343,75950.0,110000.0,0.6905,Condo
160454,140620.0,175000.0,0.803542857,Condo
150437,137370.0,185000.0,0.742540541,Single Family
90040,139000.0,67900.0,2.04712813,Two Family
120197,181230.0,200550.0,0.903664921,Condo
190195,233980.0,77500.0,3.0191,Single Family
70752,54635.0,215000.0,0.254116279,Two Family
170292,342860.0,525000.0,0.653,Single Family
11244,153800.0,125000.0,1.2304,Single Family
1900409,271830.0,394700.0,0.6887,Condo
190497,247200.0,339000.0,0.7292,Condo
70184,113490.0,222900.0,0.509152086,Condo
140941,62790.0,7220.0,8.6966759,Three Family
18220,299700.0,415000.0,0.7221,Single Family
90175,183470.0,113000.0,1.623628319,Two Family
160296,26000.0,53900.0,0.482374768,Single Family
1900949,434860.0,512500.0,0.8485,Single Family
120982,1197070.0,2200000.0,0.544122727,Single Family
120028,214410.0,226500.0,0.946622517,Single Family
800451,128830.0,159900.0,0.805691057,Single Family
